,6BS8JLEICI3VGJ264L55,5493003FS3JD468P6Z37,213800A5CUWSROO6GV75,Q0HK1ORK3JOMOF7R6K47,549300SHI4D0QGWI8X45,549300X1IL2SQS14P736,213800SFSQPS3XKC4E48,2138001GBION41P49M96,213800B4PLJI84A5MF35,549300MAWC0XRT4T3W74,54930030NRYV5EVS2N02,549300A6QDHQKENHMS92,213800LW6586WAWHGO96,213800N4DD1PZ1DKRT27,549300DCU7KOL83B3B08,213800ZDALW8Y45E9H34,0YPU8TSIANKX6T56SD94,-096-,UU497BMAZ1ZKIT3YNT03,TNWE6LERP1CI9IDAZB80,Total,Market_capitalization
2023-12-14,1.24,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.550000000000001,2170000000.0
2023-12-13,1.12,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,0.99,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,2170000000.0
2023-12-12,1.12,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,0.99,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,2170000000.0
2023-12-11,1.04,0.0,0.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0,0.99,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.369999999999999,2170000000.0
2023-12-10,0.99,0.0,0.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0,0.99,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,2170000000.0
2023-12-09,0.99,0.0,0.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0,0.99,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,2170000000.0
2023-12-08,0.99,0.0,0.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0,0.99,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,2170000000.0
2023-12-07,0.86,0.0,0.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0,0.99,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,2170000000.0
2023-12-06,0.6,0.0,0.0,0.0,0.0,0.0,0.82,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,2170000000.0
2023-12-05,0.6,0.0,0.0,0.0,0.0,0.0,0.77,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,2170000000.0
2023-12-04,0.51,0.0,0.0,0.25,0.0,0.0,0.77,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5200000000000005,2170000000.0
2023-12-03,0.0,0.0,0.0,0.25,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,2170000000.0
2023-12-02,0.0,0.0,0.0,0.25,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,2170000000.0
2023-12-01,0.0,0.0,0.48,0.25,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2170000000.0
2023-11-30,0.0,0.0,0.48,0.25,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2170000000.0
2023-11-29,0.0,0.0,0.48,2.56,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8100000000000005,2170000000.0
2023-11-28,0.0,0.0,0.52,2.42,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,2170000000.0
2023-11-27,0.0,0.0,0.52,2.31,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2170000000.0
2023-11-26,0.0,0.0,0.52,2.2,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,2170000000.0
2023-11-25,0.0,0.0,0.52,2.2,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,2170000000.0
2023-11-24,0.0,0.0,0.52,2.2,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,2170000000.0
2023-11-23,0.0,0.0,0.52,2.1,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8500000000000005,2170000000.0
2023-11-22,0.0,0.0,0.52,1.97,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,2170000000.0
2023-11-21,0.0,0.0,0.52,1.85,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,2170000000.0
2023-11-20,0.0,0.0,0.52,1.73,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.539999999999999,2170000000.0
2023-11-19,0.0,0.0,0.52,1.67,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,2170000000.0
2023-11-18,0.0,0.0,0.52,1.67,0.0,0.0,0.77,0.0,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,2170000000.0
2023-11-17,0.0,0.0,0.52,1.67,0.0,0.0,0.77,0.46,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9399999999999995,2170000000.0
2023-11-16,0.0,0.0,0.63,1.59,0.0,0.0,0.77,0.46,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970000000000001,2170000000.0
2023-11-15,0.0,0.0,0.63,1.41,0.0,0.0,0.77,0.46,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.789999999999999,2170000000.0
2023-11-14,0.0,0.0,0.63,1.41,0.0,0.0,0.83,0.51,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2170000000.0
2023-11-13,0.0,0.0,0.63,1.41,0.0,0.0,0.83,0.51,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2170000000.0
2023-11-12,0.0,0.0,0.63,1.33,0.0,0.0,0.83,0.51,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,2170000000.0
2023-11-11,0.0,0.0,0.63,1.33,0.0,0.0,0.83,0.51,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,2170000000.0
2023-11-10,0.0,0.0,0.63,1.33,0.0,0.0,0.83,0.51,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,2170000000.0
2023-11-09,0.0,0.0,0.5,1.17,0.0,0.0,0.73,0.51,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,2170000000.0
2023-11-08,0.0,0.0,0.0,1.03,0.0,0.0,0.73,0.48,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,2170000000.0
2023-11-07,0.0,0.0,0.0,1.03,0.0,0.0,0.73,0.48,1.0,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,2170000000.0
2023-11-06,0.0,0.0,0.0,0.9,0.0,0.0,0.73,0.48,0.98,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.609999999999999,2170000000.0
2023-11-05,0.0,0.0,0.0,0.9,0.0,0.0,0.73,0.58,0.98,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-11-04,0.0,0.0,0.0,0.9,0.0,0.0,0.73,0.58,0.98,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-11-03,0.0,0.0,0.0,0.9,0.0,0.0,0.73,0.58,0.98,0.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.709999999999999,2170000000.0
2023-11-02,0.0,0.0,0.0,0.9,0.0,0.0,0.81,0.58,1.0,0.0,0.86,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,2170000000.0
2023-11-01,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.58,1.0,0.0,0.86,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,2170000000.0
2023-10-31,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.86,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,2170000000.0
2023-10-30,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.86,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,2170000000.0
2023-10-29,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.86,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,2170000000.0
2023-10-28,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.86,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,2170000000.0
2023-10-27,0.0,0.0,0.47,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.86,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,2170000000.0
2023-10-26,0.0,0.0,0.47,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.69,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2170000000.0
2023-10-25,0.0,0.0,0.47,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.69,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2170000000.0
2023-10-24,0.0,0.0,0.5,0.9,0.0,0.0,0.9,0.58,0.91,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,2170000000.0
2023-10-23,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.65,0.91,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8200000000000003,2170000000.0
2023-10-22,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.77,0.91,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9400000000000004,2170000000.0
2023-10-21,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.77,0.91,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9400000000000004,2170000000.0
2023-10-20,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.77,0.91,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9400000000000004,2170000000.0
2023-10-19,0.0,0.0,0.0,0.82,0.0,0.0,0.9,0.77,0.91,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8600000000000003,2170000000.0
2023-10-18,0.0,0.0,0.0,0.82,0.0,0.0,0.9,0.77,0.91,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,2170000000.0
2023-10-17,0.0,0.0,0.0,0.82,0.0,0.0,0.9,0.77,0.91,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8900000000000006,2170000000.0
2023-10-16,0.0,0.0,0.0,0.78,0.0,0.0,0.9,0.8,0.91,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8900000000000006,2170000000.0
2023-10-15,0.0,0.0,0.0,0.78,0.0,0.0,0.9,0.72,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3100000000000005,2170000000.0
2023-10-14,0.0,0.0,0.0,0.78,0.0,0.0,0.9,0.72,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3100000000000005,2170000000.0
2023-10-13,0.0,0.0,0.0,0.78,0.0,0.0,0.9,0.72,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3100000000000005,2170000000.0
2023-10-12,0.0,0.0,0.0,0.87,0.0,0.0,0.89,0.72,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,2170000000.0
2023-10-11,0.0,0.0,0.0,0.87,0.0,0.0,0.89,0.72,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,2170000000.0
2023-10-10,0.0,0.0,0.0,0.87,0.0,0.0,0.9,0.72,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,2170000000.0
2023-10-09,0.0,0.0,0.0,0.87,0.0,0.0,0.9,0.72,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,2170000000.0
2023-10-08,0.0,0.0,0.0,0.87,0.0,0.0,0.8,0.72,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,2170000000.0
2023-10-07,0.0,0.0,0.0,0.87,0.0,0.0,0.8,0.72,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,2170000000.0
2023-10-06,0.0,0.0,0.0,0.87,0.0,0.0,0.8,0.72,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,2170000000.0
2023-10-05,0.0,0.0,0.0,0.99,0.0,0.0,0.8,0.6,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,2170000000.0
2023-10-04,0.0,0.0,0.49,0.99,0.0,0.0,0.8,0.6,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5600000000000005,2170000000.0
2023-10-03,0.0,0.0,0.49,0.99,0.0,0.0,0.8,0.6,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5600000000000005,2170000000.0
2023-10-02,0.0,0.0,0.49,0.99,0.0,0.0,0.8,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3800000000000003,2170000000.0
2023-10-01,0.0,0.0,0.56,0.99,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,2170000000.0
2023-09-30,0.0,0.0,0.56,0.99,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,2170000000.0
2023-09-29,0.0,0.0,0.56,0.99,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,2170000000.0
2023-09-28,0.0,0.48,0.56,1.0,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8400000000000003,2170000000.0
2023-09-27,0.0,0.48,0.56,1.0,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8400000000000003,2170000000.0
2023-09-26,0.0,0.48,0.56,1.0,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3400000000000003,2170000000.0
2023-09-25,0.0,0.5,0.56,1.0,0.0,0.0,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3499999999999996,2170000000.0
2023-09-24,0.0,0.5,0.56,1.0,0.0,0.0,0.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3699999999999997,2170000000.0
2023-09-23,0.0,0.5,0.56,1.0,0.0,0.0,0.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3699999999999997,2170000000.0
2023-09-22,0.0,0.5,0.56,1.0,0.0,0.0,0.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3699999999999997,2170000000.0
2023-09-21,0.0,0.5,0.65,0.94,0.0,0.0,0.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2170000000.0
2023-09-20,0.0,0.5,0.65,0.94,0.0,0.0,0.7,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2170000000.0
2023-09-19,0.0,0.5,0.65,0.94,0.0,0.0,0.7,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,2170000000.0
2023-09-18,0.0,0.5,0.65,0.94,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,2170000000.0
2023-09-17,0.0,0.5,0.65,0.94,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,2170000000.0
2023-09-16,0.0,0.5,0.65,0.94,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,2170000000.0
2023-09-15,0.0,0.5,0.65,0.94,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,2170000000.0
2023-09-14,0.48,0.5,0.65,0.94,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2199999999999998,2170000000.0
2023-09-13,0.48,0.5,0.78,0.81,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,2170000000.0
2023-09-12,0.48,0.5,0.78,0.81,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700000000000003,2170000000.0
2023-09-11,0.5,0.5,0.78,0.81,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,2170000000.0
2023-09-10,0.48,0.5,0.81,0.72,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,2170000000.0
2023-09-09,0.48,0.5,0.81,0.72,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,2170000000.0
2023-09-08,0.48,0.5,0.81,0.72,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,2170000000.0
2023-09-07,0.5,0.5,0.72,0.72,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,2170000000.0
2023-09-06,0.5,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,2170000000.0
2023-09-05,0.5,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,2170000000.0
2023-09-04,0.49,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,2170000000.0
2023-09-03,0.58,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,2170000000.0
2023-09-02,0.58,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,2170000000.0
2023-09-01,0.58,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,2170000000.0
2023-08-31,0.58,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,2170000000.0
2023-08-30,0.58,0.5,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,2170000000.0
2023-08-29,0.58,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2170000000.0
2023-08-28,0.58,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2170000000.0
2023-08-27,0.58,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2170000000.0
2023-08-26,0.58,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2170000000.0
2023-08-25,0.58,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2170000000.0
2023-08-24,0.58,0.0,0.72,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2170000000.0
2023-08-23,0.58,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8199999999999998,2170000000.0
2023-08-22,0.58,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8199999999999998,2170000000.0
2023-08-21,0.67,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,2170000000.0
2023-08-20,0.67,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,2170000000.0
2023-08-19,0.67,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,2170000000.0
2023-08-18,0.67,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,2170000000.0
2023-08-17,0.67,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,2170000000.0
2023-08-16,0.67,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,2170000000.0
2023-08-15,0.79,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0300000000000002,2170000000.0
2023-08-14,0.79,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0300000000000002,2170000000.0
2023-08-13,0.79,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0300000000000002,2170000000.0
2023-08-12,0.79,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0300000000000002,2170000000.0
2023-08-11,0.79,0.0,0.72,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0300000000000002,2170000000.0
2023-08-10,0.79,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,2170000000.0
2023-08-09,0.79,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,2170000000.0
2023-08-08,0.79,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,2170000000.0
2023-08-07,0.8,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2170000000.0
2023-08-06,0.79,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,2170000000.0
2023-08-05,0.79,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,2170000000.0
2023-08-04,0.79,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,2170000000.0
2023-08-03,0.79,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000000000002,2170000000.0
2023-08-02,0.89,0.0,0.66,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0700000000000003,2170000000.0
2023-08-01,0.89,0.41,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,2170000000.0
