,549300DCU7KOL83B3B08,70DNWEAINTGFO4DMV441,LO3UDTZUG0RICVPFGQ53,549300GC5MDF1KXYMP06,6BS8JLEICI3VGJ264L55,549300LPS48DJ96NXT15,549300SHI4D0QGWI8X45,549300ARVD4LVNCUBN81,549300CNWH54BTXURM94,549300XXZKX7UGH6E231,549300WBD0DQZRTLVD96,MQILSVGGL6RJH5NDWP11,TNWE6LERP1CI9IDAZB80,549300KKLDTNOIW0NU52,549300EJ1ZB4YYIOMD56,Total,Market_capitalization
2024-11-16,2.4,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.88,0.9,0.51,0.0,0.0,0.0,5.75,1460000000.0
2024-11-15,2.4,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.88,0.9,0.51,0.0,0.0,0.0,5.75,1460000000.0
2024-11-14,2.52,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.88,0.9,0.51,0.0,0.0,0.0,5.87,1460000000.0
2024-11-13,2.52,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.88,0.9,0.0,0.0,0.0,0.0,5.36,1460000000.0
2024-11-12,2.52,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.88,0.9,0.0,0.0,0.0,0.0,5.36,1460000000.0
2024-11-11,2.52,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.88,0.9,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-11-10,2.52,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.88,0.9,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-11-09,2.52,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.59,0.88,0.9,0.0,0.0,0.0,0.0,6.0600000000000005,1460000000.0
2024-11-08,2.52,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.59,0.88,0.9,0.0,0.0,0.0,0.0,6.0600000000000005,1460000000.0
2024-11-07,2.45,0.0,0.0,0.0,0.6,0.58,0.0,0.0,0.59,0.9,0.9,0.0,0.0,0.0,0.0,6.020000000000001,1460000000.0
2024-11-06,2.59,0.0,0.0,0.0,0.5,0.58,0.0,0.0,0.59,0.9,0.9,0.0,0.0,0.0,0.0,6.0600000000000005,1460000000.0
2024-11-05,2.33,0.0,0.0,0.0,0.5,0.58,0.0,0.0,0.59,0.9,0.9,0.0,0.0,0.0,0.0,5.800000000000001,1460000000.0
2024-11-04,2.13,0.0,0.0,0.0,0.68,0.58,0.0,0.0,0.59,0.9,0.65,0.0,0.0,0.0,0.0,5.53,1460000000.0
2024-11-03,2.13,0.0,0.0,0.0,0.89,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.590000000000001,1460000000.0
2024-11-02,2.13,0.0,0.0,0.0,0.89,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.590000000000001,1460000000.0
2024-11-01,2.13,0.0,0.0,0.0,0.89,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.590000000000001,1460000000.0
2024-10-31,2.13,0.0,0.0,0.0,0.89,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.590000000000001,1460000000.0
2024-10-30,2.07,0.0,0.0,0.0,0.89,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.53,1460000000.0
2024-10-29,2.07,0.0,0.0,0.0,0.89,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.53,1460000000.0
2024-10-28,1.92,0.0,0.0,0.0,0.98,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-10-27,1.92,0.0,0.0,0.0,0.98,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-10-26,1.92,0.0,0.0,0.0,0.98,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-10-25,1.92,0.0,0.0,0.0,0.98,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-10-24,1.92,0.0,0.0,0.0,0.98,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-10-23,1.92,0.0,0.0,0.0,0.98,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.470000000000001,1460000000.0
2024-10-22,2.04,0.0,0.0,0.0,0.98,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.590000000000001,1460000000.0
2024-10-21,2.04,0.0,0.0,0.0,1.09,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.7,1460000000.0
2024-10-20,2.04,0.0,0.0,0.0,1.09,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.7,1460000000.0
2024-10-19,2.04,0.0,0.0,0.0,1.09,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.7,1460000000.0
2024-10-18,2.04,0.0,0.0,0.0,1.09,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.7,1460000000.0
2024-10-17,2.04,0.0,0.0,0.0,1.09,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.7,1460000000.0
2024-10-16,2.14,0.0,0.0,0.0,1.09,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.800000000000001,1460000000.0
2024-10-15,2.14,0.0,0.0,0.0,1.13,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.840000000000001,1460000000.0
2024-10-14,2.21,0.0,0.0,0.0,1.13,0.58,0.0,0.0,0.59,0.9,0.5,0.0,0.0,0.0,0.0,5.91,1460000000.0
2024-10-13,2.15,0.0,1.2,0.0,1.27,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.089999999999999,1460000000.0
2024-10-12,2.15,0.0,1.2,0.0,1.27,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.089999999999999,1460000000.0
2024-10-11,2.15,0.0,1.2,0.0,1.27,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.089999999999999,1460000000.0
2024-10-10,2.15,0.0,1.2,0.0,1.27,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.089999999999999,1460000000.0
2024-10-09,2.09,0.0,1.2,0.0,1.37,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.13,1460000000.0
2024-10-08,2.1,0.0,1.2,0.0,1.37,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.14,1460000000.0
2024-10-07,2.01,0.0,1.2,0.0,1.46,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.14,1460000000.0
2024-10-06,2.01,0.0,1.2,0.0,1.46,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.14,1460000000.0
2024-10-05,2.01,0.0,1.2,0.0,1.46,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.14,1460000000.0
2024-10-04,2.01,0.0,1.2,0.0,1.46,0.58,0.0,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,7.14,1460000000.0
2024-10-03,2.01,0.0,1.2,0.0,1.46,0.58,0.0,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.109999999999999,1460000000.0
2024-10-02,1.91,0.0,1.2,0.0,1.46,0.58,0.0,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.01,1460000000.0
2024-10-01,1.91,0.0,1.2,0.0,1.56,0.58,0.0,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.109999999999999,1460000000.0
2024-09-30,1.85,0.0,1.2,0.0,1.56,0.58,0.0,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.049999999999999,1140000000.0
2024-09-29,1.91,0.0,1.2,0.0,1.56,0.58,0.57,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.68,1140000000.0
2024-09-28,1.91,0.0,1.2,0.0,1.56,0.58,0.57,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.68,1140000000.0
2024-09-27,1.91,0.0,1.2,0.0,1.56,0.58,0.57,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.68,1140000000.0
2024-09-26,2.09,0.0,1.2,0.0,1.67,0.58,0.57,0.0,0.59,0.8,0.47,0.0,0.0,0.0,0.0,7.97,1140000000.0
2024-09-25,2.11,0.0,1.2,0.0,1.67,0.58,0.57,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,8.02,1140000000.0
2024-09-24,2.11,0.0,1.2,0.0,1.67,0.58,0.57,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,8.02,1140000000.0
2024-09-23,2.11,0.0,1.2,0.0,1.71,0.67,0.57,0.0,0.59,0.8,0.5,0.0,0.0,0.0,0.0,8.149999999999999,1140000000.0
2024-09-22,2.11,0.0,1.2,0.0,1.71,0.67,0.57,0.0,0.59,0.71,0.49,0.0,0.0,0.0,0.0,8.049999999999999,1140000000.0
2024-09-21,2.11,0.0,1.2,0.0,1.71,0.67,0.57,0.0,0.59,0.71,0.49,0.0,0.0,0.0,0.0,8.049999999999999,1140000000.0
2024-09-20,2.11,0.0,1.2,0.0,1.71,0.67,0.57,0.0,0.59,0.71,0.49,0.0,0.0,0.0,0.0,8.049999999999999,1140000000.0
2024-09-19,2.11,0.0,1.2,0.0,1.62,0.67,0.57,0.0,0.59,0.71,0.49,0.0,0.0,0.0,0.0,7.96,1140000000.0
2024-09-18,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.59,0.71,0.49,0.0,0.0,0.0,0.0,7.84,1140000000.0
2024-09-17,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.59,0.71,0.49,0.0,0.0,0.0,0.0,7.84,1140000000.0
2024-09-16,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.59,0.71,0.49,0.0,0.0,0.0,0.0,7.84,1140000000.0
2024-09-15,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.59,0.71,0.5,0.0,0.0,0.0,0.0,7.85,1140000000.0
2024-09-14,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.59,0.71,0.5,0.0,0.0,0.0,0.0,7.85,1140000000.0
2024-09-13,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.59,0.71,0.5,0.0,0.0,0.0,0.0,7.85,1140000000.0
2024-09-12,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.59,0.71,0.5,0.0,0.0,0.0,0.0,7.85,1140000000.0
2024-09-11,2.11,0.0,1.2,0.0,1.49,0.67,0.57,0.0,0.59,0.71,0.5,0.0,0.0,0.0,0.0,7.84,1140000000.0
2024-09-10,2.11,0.0,1.2,0.0,1.49,0.67,0.57,0.0,0.59,0.71,0.5,0.0,0.0,0.0,0.0,7.84,1140000000.0
2024-09-09,2.11,0.0,1.2,0.0,1.49,0.67,0.57,0.0,0.49,0.71,0.5,0.0,0.0,0.0,0.0,7.74,1140000000.0
2024-09-08,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.49,0.71,0.5,0.0,0.0,0.0,0.0,7.75,1140000000.0
2024-09-07,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.49,0.71,0.5,0.0,0.0,0.0,0.0,7.75,1140000000.0
2024-09-06,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.49,0.71,0.5,0.0,0.0,0.0,0.0,7.75,1140000000.0
2024-09-05,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.49,0.71,0.5,0.0,0.0,0.0,0.0,7.75,1140000000.0
2024-09-04,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.49,0.71,0.5,0.0,0.0,0.0,0.0,7.75,1140000000.0
2024-09-03,2.11,0.0,1.2,0.0,1.5,0.67,0.57,0.0,0.49,0.71,0.5,0.0,0.0,0.0,0.0,7.75,1140000000.0
2024-09-02,2.11,0.0,1.2,0.0,1.43,0.67,0.57,0.5,0.49,0.71,0.5,0.0,0.0,0.0,0.0,8.18,1140000000.0
2024-09-01,2.06,0.0,1.2,0.0,1.43,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.7299999999999995,1140000000.0
2024-08-31,2.06,0.0,1.2,0.0,1.43,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.7299999999999995,1140000000.0
2024-08-30,2.06,0.0,1.2,0.0,1.43,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.7299999999999995,1140000000.0
2024-08-29,2.06,0.0,1.2,0.0,1.43,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.7299999999999995,1140000000.0
2024-08-28,2.06,0.0,1.2,0.0,1.43,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.7299999999999995,1140000000.0
2024-08-27,1.99,0.0,1.2,0.0,1.37,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.6000000000000005,1140000000.0
2024-08-26,2.08,0.0,1.2,0.0,1.27,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.590000000000001,1140000000.0
2024-08-25,2.17,0.0,1.2,0.0,1.27,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.680000000000001,1140000000.0
2024-08-24,2.17,0.0,1.2,0.0,1.27,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.680000000000001,1140000000.0
2024-08-23,2.17,0.0,1.2,0.0,1.27,0.67,0.57,0.5,0.59,0.71,0.0,0.0,0.0,0.0,0.0,7.680000000000001,1140000000.0
2024-08-22,2.17,0.0,1.2,0.0,1.27,0.67,0.57,0.5,0.59,0.62,0.0,0.0,0.0,0.0,0.0,7.590000000000001,1140000000.0
2024-08-21,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.62,0.0,0.0,0.0,0.0,0.0,7.680000000000001,1140000000.0
2024-08-20,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.62,0.0,0.0,0.0,0.0,0.0,7.680000000000001,1140000000.0
2024-08-19,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.62,0.0,0.0,0.0,0.0,0.0,7.680000000000001,1140000000.0
2024-08-18,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.5600000000000005,1140000000.0
2024-08-17,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.5600000000000005,1140000000.0
2024-08-16,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.5600000000000005,1140000000.0
2024-08-15,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.5600000000000005,1140000000.0
2024-08-14,2.17,0.0,1.2,0.0,1.36,0.67,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.5600000000000005,1140000000.0
2024-08-13,2.22,0.0,1.2,0.0,1.44,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.789999999999999,1140000000.0
2024-08-12,2.35,0.0,1.2,0.0,1.44,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.92,1140000000.0
2024-08-11,2.4,0.0,1.2,0.0,1.44,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.969999999999999,1140000000.0
2024-08-10,2.4,0.0,1.2,0.0,1.44,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.969999999999999,1140000000.0
2024-08-09,2.4,0.0,1.2,0.0,1.44,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.969999999999999,1140000000.0
2024-08-08,2.57,0.0,1.2,0.0,1.44,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.139999999999999,1140000000.0
2024-08-07,2.7,0.0,1.2,0.0,1.44,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.27,1140000000.0
2024-08-06,2.08,0.0,1.2,0.0,1.37,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.58,1140000000.0
2024-08-05,2.08,0.0,1.2,0.0,1.37,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.58,1140000000.0
2024-08-04,2.08,0.0,1.2,0.0,1.43,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,7.640000000000001,1140000000.0
2024-08-03,2.08,0.0,1.2,0.5,1.43,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.14,1140000000.0
2024-08-02,2.08,0.0,1.2,0.5,1.43,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.14,1140000000.0
2024-08-01,2.08,0.0,1.2,0.5,1.59,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.3,1140000000.0
2024-07-31,2.08,0.0,1.2,0.5,1.59,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.3,1140000000.0
2024-07-30,2.08,0.0,1.2,0.5,1.59,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.3,1140000000.0
2024-07-29,2.08,0.0,1.2,0.5,1.59,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.3,1140000000.0
2024-07-28,2.08,0.0,1.2,0.5,1.59,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.3,1140000000.0
2024-07-27,2.08,0.0,1.2,0.5,1.59,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.3,1140000000.0
2024-07-26,2.08,0.0,1.2,0.5,1.59,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.3,1140000000.0
2024-07-25,2.12,0.0,1.2,0.5,1.66,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.41,1140000000.0
2024-07-24,2.09,0.0,1.2,0.5,1.66,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.38,1140000000.0
2024-07-23,2.19,0.0,1.2,0.5,1.79,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.61,1140000000.0
2024-07-22,2.19,0.0,1.2,0.5,1.79,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.61,1140000000.0
2024-07-21,2.19,0.0,1.2,0.5,1.79,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.61,1140000000.0
2024-07-20,2.19,0.0,1.2,0.5,1.79,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.61,1140000000.0
2024-07-19,2.19,0.0,1.2,0.5,1.79,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.61,1140000000.0
2024-07-18,2.19,0.0,1.2,0.5,1.79,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.61,1140000000.0
2024-07-17,2.19,0.0,1.2,0.5,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.709999999999999,1140000000.0
2024-07-16,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.78,1140000000.0
2024-07-15,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.78,1140000000.0
2024-07-14,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.78,1140000000.0
2024-07-13,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.78,1140000000.0
2024-07-12,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.78,1140000000.0
2024-07-11,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.78,1140000000.0
2024-07-10,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.59,0.5,0.0,0.0,0.0,0.0,0.0,8.78,1140000000.0
2024-07-09,2.27,0.0,1.2,0.49,1.89,0.77,0.57,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,8.79,1140000000.0
