,549300X1IL2SQS14P736,Q0HK1ORK3JOMOF7R6K47,5493003FS3JD468P6Z37,549300SHI4D0QGWI8X45,6BS8JLEICI3VGJ264L55,Total,Market_capitalization
2023-05-31,1.74,1.01,0.68,0.0,0.0,3.43,6860000000.0
2023-05-30,1.74,1.01,0.68,0.0,0.0,3.43,6860000000.0
2023-05-29,1.61,1.01,0.68,0.0,0.0,3.3000000000000003,6860000000.0
2023-05-28,1.61,1.01,0.68,0.0,0.0,3.3000000000000003,6860000000.0
2023-05-27,1.61,1.01,0.68,0.0,0.0,3.3000000000000003,6860000000.0
2023-05-26,1.61,1.01,0.68,0.0,0.0,3.3000000000000003,6860000000.0
2023-05-25,1.61,1.01,0.7,0.0,0.0,3.3200000000000003,6860000000.0
2023-05-24,1.79,1.01,0.7,0.0,0.0,3.5,6860000000.0
2023-05-23,1.79,1.01,0.7,0.0,0.0,3.5,6860000000.0
2023-05-22,1.79,0.99,0.7,0.0,0.0,3.4800000000000004,6860000000.0
2023-05-21,1.79,0.99,0.7,0.0,0.0,3.4800000000000004,6860000000.0
2023-05-20,1.79,0.99,0.7,0.0,0.0,3.4800000000000004,6860000000.0
2023-05-19,1.79,0.99,0.7,0.0,0.0,3.4800000000000004,6860000000.0
2023-05-18,1.79,1.02,0.7,0.0,0.0,3.51,6860000000.0
2023-05-17,1.87,1.02,0.7,0.0,0.0,3.59,6860000000.0
2023-05-16,1.87,1.02,0.7,0.0,0.0,3.59,6860000000.0
2023-05-15,1.93,1.02,0.7,0.0,0.0,3.6500000000000004,6860000000.0
2023-05-14,1.8,0.9,0.7,0.0,0.0,3.4000000000000004,6860000000.0
2023-05-13,1.8,0.9,0.7,0.0,0.0,3.4000000000000004,6860000000.0
2023-05-12,1.8,0.9,0.7,0.0,0.0,3.4000000000000004,6860000000.0
2023-05-11,1.76,0.9,0.7,0.0,0.0,3.3600000000000003,6860000000.0
2023-05-10,1.6,0.9,0.68,0.0,0.0,3.18,6860000000.0
